Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,BLACK,FEMALE,41,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,BLACK,MALE,53,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,BLACK,FEMALE,45,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,BLACK,MALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,56,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,56,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,MALE,56,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,MALE,52,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,WHITE,MALE,25,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,14,VICTIM,BLACK,MALE,14,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,17,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,45,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,UNKNOWN,FEMALE,71,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,68,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,WHITE,FEMALE,56,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,UNKNOWN,FEMALE,25,VICTIM,UNKNOWN,MALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,43,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,44,VICTIM,WHITE,MALE,47,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,30,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,52,VICTIM,AMER. IND.,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,52,VICTIM,AMER. IND.,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,37,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,17,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,WHITE,FEMALE,29,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,MALE,67,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,MALE,67,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,63,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,63,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,63,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,63,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,14,VICTIM,WHITE,FEMALE,15,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,21,VICTIM,WHITE,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,20,VICTIM,BLACK,FEMALE,55,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,20,VICTIM,BLACK,FEMALE,55,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,34,VICTIM,WHITE,MALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,MALE,58,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,MALE,73,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,57,VICTIM,BLACK,FEMALE,60,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,57,VICTIM,BLACK,FEMALE,60,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,MALE,47,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,WHITE,MALE,47,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,WHITE,MALE,47,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,32,VICTIM,WHITE,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,FEMALE,54,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,MALE,40,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,MALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,WHITE,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,42,VICTIM,UNKNOWN,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,25,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,27,VICTIM,BLACK,FEMALE,59,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,WHITE,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,WHITE,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,FEMALE,41,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,WHITE,MALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,WHITE,MALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,48,VICTIM,WHITE,FEMALE,42,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,WHITE,MALE,51,VICTIM,WHITE,MALE,51,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,57,VICTIM,BLACK,MALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,BLACK,MALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,50,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,50,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,41,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,MALE,43,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,WHITE,FEMALE,38,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,MALE,54,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,MALE,54,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,FEMALE,42,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,33,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,44,VICTIM,WHITE,FEMALE,58,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,35,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,UNKNOWN,MALE,60,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,UNKNOWN,MALE,60,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,75,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,75,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,60,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,60,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,MALE,21,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,MALE,44,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,WHITE,FEMALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,WHITE,FEMALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,41,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,FEMALE,41,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,MALE,45,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,38,VICTIM,BLACK,FEMALE,16,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,14,VICTIM,BLACK,FEMALE,17,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,16,VICTIM,BLACK,FEMALE,14,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,17,VICTIM,BLACK,FEMALE,14,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,UNKNOWN,FEMALE,49,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,UNKNOWN,FEMALE,49,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,64,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,79,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,41,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,41,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,BLACK,FEMALE,22,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,50,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,25,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,25,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,25,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,FEMALE,56,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,59,VICTIM,WHITE,MALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,59,VICTIM,WHITE,FEMALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,59,VICTIM,WHITE,FEMALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,MALE,56,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,MALE,56,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,MALE,21,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,21,VICTIM,BLACK,MALE,16,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,26,Fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,26,Fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,FEMALE,41,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,FEMALE,41,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,17,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,17,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,40,VICTIM,WHITE,MALE,70,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,UNKNOWN,FEMALE,54,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,22,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,FEMALE,55,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,FEMALE,55,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,FEMALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,WHITE,MALE,42,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,WHITE,MALE,38,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,61,VICTIM,BLACK,MALE,74,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,WHITE,MALE,28,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,WHITE,MALE,28,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,56,VICTIM,WHITE,MALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,60,VICTIM,UNKNOWN,MALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,MALE,62,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,57,VICTIM,UNKNOWN,MALE,56,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,BLACK,MALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,BLACK,MALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,28,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,28,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,28,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,42,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,42,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,42,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,BLACK,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,BLACK,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,57,VICTIM,WHITE,MALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,30,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,50,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,53,VICTIM,BLACK,MALE,65,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,20,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,20,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,20,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,68,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,68,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,27,VICTIM,WHITE,MALE,23,Non-fatal,Incident Report,Miscellaneous
